2.163911830304913408e+00,3.597526363496354129e+00,1.000000000000000000e+00
-3.406793161259006553e+00,3.926076082446289028e+00,3.000000000000000000e+00
-3.566003569956600394e+00,2.369084180528141736e+00,3.000000000000000000e+00
-1.205701700280235045e+00,-2.130909345045871817e+00,5.000000000000000000e+00
-1.924932482543866286e-01,-1.655632978476901940e+00,0.000000000000000000e+00
1.474651366916240214e+00,5.956037315160758183e-01,6.000000000000000000e+00
2.677601100513067323e-01,4.546274416508477856e-02,2.000000000000000000e+00
3.562996676348211267e+00,9.237534879309183822e-02,6.000000000000000000e+00
-3.207269422630144362e+00,3.050709690086392811e-01,5.000000000000000000e+00
1.049773654298560288e+00,1.272616811820261873e-01,6.000000000000000000e+00
1.746325774511413798e+00,-1.757073307104139559e+00,6.000000000000000000e+00
-7.888819322787909982e-01,-3.527394410863639251e+00,0.000000000000000000e+00
2.716445142326233686e+00,-5.681696173018107032e-01,6.000000000000000000e+00
2.529495929459439907e-01,5.512279291857336005e-02,2.000000000000000000e+00
1.097796041941849765e-01,-3.890580068180312878e+00,0.000000000000000000e+00
-3.247533229492924889e-01,3.241867219292514868e+00,1.000000000000000000e+00
-9.344265694791964449e-02,3.630965686105991352e+00,1.000000000000000000e+00
-1.191507428262152501e+00,-2.820953859283425125e+00,5.000000000000000000e+00
2.443350522258750601e+00,-2.172729810024898178e+00,6.000000000000000000e+00
-2.809319816171697681e+00,-1.324537468956199504e-01,5.000000000000000000e+00
5.195913115658878922e-02,2.967529626616165928e+00,1.000000000000000000e+00
9.556111026866354052e-02,5.297533879925717670e-01,2.000000000000000000e+00
1.159409063684320174e+00,2.252526788248446543e+00,1.000000000000000000e+00
4.356688762910074786e-01,2.590980188506213366e+00,1.000000000000000000e+00
8.156496124662702130e-01,3.222244989591551700e-01,6.000000000000000000e+00
8.422528697264324293e-01,2.729402279731242942e+00,1.000000000000000000e+00
3.288273879816662415e+00,-1.042514528705516419e+00,6.000000000000000000e+00
-3.441986850181322666e+00,-3.318965049055159433e+00,5.000000000000000000e+00
1.292837153458703980e+00,-2.355300465803786381e+00,6.000000000000000000e+00
1.894882662757293446e+00,-1.507830009920776426e+00,6.000000000000000000e+00
-2.799411907402074462e+00,-1.720065527090950397e+00,5.000000000000000000e+00
-2.044033388102822535e+00,-3.080844521534908509e+00,5.000000000000000000e+00
3.425802010252163576e+00,-9.452785428788983424e-01,6.000000000000000000e+00
-5.026746632274292637e-01,-3.743032488757425114e-01,5.000000000000000000e+00
2.971292880874278453e+00,2.886289372975747725e-01,6.000000000000000000e+00
3.062566643967468138e+00,-4.789404469647875473e-01,6.000000000000000000e+00
2.970527491841128409e+00,-1.898700404054586954e+00,6.000000000000000000e+00
-3.843354737728605031e+00,-2.416498204405037598e-03,5.000000000000000000e+00
-1.523015489609156781e+00,-1.697673533573111904e+00,5.000000000000000000e+00
5.227921722610782140e-01,-3.548849936772602298e+00,0.000000000000000000e+00
6.146516896923657214e-01,1.033708551975589529e-01,6.000000000000000000e+00
-1.132031184034055116e+00,2.578161188864183551e+00,1.000000000000000000e+00
3.453653646956724721e+00,2.950852550753115366e+00,4.000000000000000000e+00
-3.341507253235326935e+00,-1.336642644305110927e+00,5.000000000000000000e+00
-9.828113377083216307e-01,7.256158057014037155e-01,5.000000000000000000e+00
-2.932525384670956470e-01,-8.817140599036692450e-01,5.000000000000000000e+00
2.245316074444746235e+00,1.767043306849376272e+00,6.000000000000000000e+00
-4.514061240016680188e-01,2.072609676438171178e+00,1.000000000000000000e+00
-9.796635611939308319e-02,-2.660039225521558137e+00,0.000000000000000000e+00
2.699349161124161789e+00,1.520449937578167265e+00,6.000000000000000000e+00
-6.877666439004723742e-01,-4.512199048689069514e-02,5.000000000000000000e+00
3.933053036909843314e+00,2.096629324642134584e+00,4.000000000000000000e+00
-9.739352272004309086e-01,-1.479283845869787228e+00,5.000000000000000000e+00
7.051758254542521698e-01,8.711086053028127552e-01,2.000000000000000000e+00
1.606664794274600183e+00,1.248764022839594645e-01,6.000000000000000000e+00
1.497215079296747575e-01,-2.663334224958652463e+00,0.000000000000000000e+00
1.606686598683836564e+00,2.491348603993696287e+00,1.000000000000000000e+00
8.194257746224300476e-01,-2.268306976839857825e+00,6.000000000000000000e+00
-6.843437783513444117e-01,2.890125930940262933e+00,1.000000000000000000e+00
2.279425396796000314e+00,-2.125547749937893194e+00,6.000000000000000000e+00
3.618378547891510699e+00,-1.101674949366223011e+00,6.000000000000000000e+00
-2.583757608548085116e-01,3.100534499638939678e+00,1.000000000000000000e+00
6.202437167843681820e-01,-2.172219048872783276e+00,6.000000000000000000e+00
7.416765799039364282e-01,5.790966871740357291e-01,2.000000000000000000e+00
-1.886510518676314696e+00,9.774570524483108258e-01,5.000000000000000000e+00
-8.065611988667997778e-01,-3.555271486198899211e+00,0.000000000000000000e+00
5.193660061933087491e-01,-3.476150984648145759e+00,0.000000000000000000e+00
-1.570646137940759246e+00,-7.274528475702446428e-02,5.000000000000000000e+00
2.730161923170820515e+00,2.364208304039662423e+00,4.000000000000000000e+00
1.946981006502575440e+00,-1.391151329480142529e+00,6.000000000000000000e+00
1.704109142834946411e-01,1.995970208478323293e+00,1.000000000000000000e+00
-1.205462369840726744e+00,2.275539698140470080e+00,1.000000000000000000e+00
-2.535914806430377588e+00,-3.857365770222135559e+00,5.000000000000000000e+00
-3.996105963258566263e+00,9.576789040103097506e-01,5.000000000000000000e+00
-3.626659919109592956e+00,-3.578323247799441553e+00,5.000000000000000000e+00
1.425763438676881378e+00,-7.702920391776713060e-01,6.000000000000000000e+00
1.918187212062758107e+00,-2.839763537536010851e+00,6.000000000000000000e+00
1.893708784734688955e+00,2.118651757570485294e+00,4.000000000000000000e+00
-2.293600296650273762e+00,-2.448637800507886375e+00,5.000000000000000000e+00
-1.008221651311389522e-01,7.942414774922905707e-01,2.000000000000000000e+00
-2.551304651195192896e+00,1.999794606122763163e+00,5.000000000000000000e+00
3.742655211885157485e+00,2.323686833138555841e+00,4.000000000000000000e+00
8.178294249572513053e-01,-1.536218875595130484e+00,6.000000000000000000e+00
3.282771202865061966e+00,2.428362253369894752e+00,4.000000000000000000e+00
-3.394127381493596829e-01,-3.409284893816248108e+00,0.000000000000000000e+00
3.615220566230545884e-01,-3.458034212959244513e-01,6.000000000000000000e+00
-6.148983716830729307e-01,-3.270812047790384369e+00,0.000000000000000000e+00
-3.602933260708651275e+00,-2.921059594550430738e+00,5.000000000000000000e+00
-4.577028870334567401e-01,1.449306920793315356e+00,2.000000000000000000e+00
-3.933804751989759652e+00,-3.248252186516799256e+00,5.000000000000000000e+00
1.228244842131132941e+00,4.518277245782735818e-01,6.000000000000000000e+00
-3.766555427431047320e+00,1.463059396415715696e+00,5.000000000000000000e+00
1.756937516244828856e+00,-3.858190138467103125e+00,6.000000000000000000e+00
3.684319178816269691e+00,-2.986706941533862292e+00,6.000000000000000000e+00
3.045027342037608165e+00,-2.788049157801890665e+00,6.000000000000000000e+00
-3.184842903786443635e+00,2.305524005009917943e+00,3.000000000000000000e+00
-2.350637753758715753e+00,5.906511342160314371e-02,5.000000000000000000e+00
-4.943360564039736005e-01,3.790280341789647345e+00,1.000000000000000000e+00
-3.692761265732364073e+00,-3.834618270465124823e+00,5.000000000000000000e+00
1.508495999189332082e+00,8.784064713482742093e-02,6.000000000000000000e+00
1.819135538872671098e+00,4.034663722034093070e-02,6.000000000000000000e+00
1.211184491404440067e-01,5.476391937966296197e-01,2.000000000000000000e+00
7.244498402538219750e-01,-6.844014021583637586e-01,6.000000000000000000e+00
-1.484166260753529976e+00,-2.450512900366118352e+00,5.000000000000000000e+00
-3.722514648842296658e+00,1.032065201196611604e+00,5.000000000000000000e+00
-3.200295202026761210e+00,-4.217390428254059742e-01,5.000000000000000000e+00
-2.011634307316560566e+00,-1.283474655837756551e+00,5.000000000000000000e+00
5.584272707199051666e-01,1.848890901600491077e+00,2.000000000000000000e+00
3.913269622374540013e+00,-1.123986172721364696e+00,6.000000000000000000e+00
1.328616850989059017e+00,-1.415641282993963301e+00,6.000000000000000000e+00
9.618937280311889992e-01,-1.445679901813744728e+00,6.000000000000000000e+00
3.540799724966120721e+00,1.573780818969573225e+00,6.000000000000000000e+00
3.971072590534613589e+00,-3.348432299885072183e+00,6.000000000000000000e+00
2.952340071174338831e+00,-2.105714772571558591e+00,6.000000000000000000e+00
-2.329774502013026272e+00,-3.307547494754655482e+00,5.000000000000000000e+00
-3.577268797250074073e+00,-9.309504385900657653e-01,5.000000000000000000e+00
-2.713710272351553598e+00,1.825013690814034639e+00,5.000000000000000000e+00
3.351069993747410436e+00,-2.411002195975164852e-02,6.000000000000000000e+00
-1.049056360272738964e+00,-2.391175444987847953e+00,5.000000000000000000e+00
-1.361884148158921448e+00,-9.753681859293292788e-01,5.000000000000000000e+00
-2.961917813665824184e+00,-7.302532471791520763e-01,5.000000000000000000e+00
-2.326375817166545623e+00,2.047223231960264123e+00,5.000000000000000000e+00
-1.201195478723681376e+00,-3.234820773645571634e+00,5.000000000000000000e+00
2.132088036627009409e+00,4.482807863035764839e-01,6.000000000000000000e+00
3.690071632850449035e-01,-3.888843917454102517e+00,0.000000000000000000e+00
-7.551632389177989069e-01,1.387391149626528097e+00,2.000000000000000000e+00
3.881479017071916893e+00,-3.949502001290168707e+00,6.000000000000000000e+00
4.827241214887134646e-01,3.876630821539202465e+00,1.000000000000000000e+00
-3.550266629743290991e+00,1.523684238943293856e+00,5.000000000000000000e+00
-9.842664191687173769e-01,2.974661218879308677e+00,1.000000000000000000e+00
-6.117499027579018644e-01,-2.587967587487357335e+00,0.000000000000000000e+00
3.459841134646942429e+00,-1.717573413423632900e+00,6.000000000000000000e+00
-4.728888328287519371e-01,-2.250007230575665318e+00,0.000000000000000000e+00
-1.618090497993094345e-01,3.319520831487766444e+00,1.000000000000000000e+00
-8.929749462937497384e-02,-3.295244257780228558e+00,0.000000000000000000e+00
3.723499612700954309e+00,1.880949665408787830e+00,4.000000000000000000e+00
-1.191559824755057839e+00,2.337046772697158659e+00,1.000000000000000000e+00
-9.060932485497188438e-01,1.388743197375671201e+00,2.000000000000000000e+00
-3.543771963199694675e+00,2.745363148291017907e-01,5.000000000000000000e+00
3.280601635870910471e+00,-2.555208883733669722e+00,6.000000000000000000e+00
2.432634471660393594e+00,-2.152041323736406220e+00,6.000000000000000000e+00
-3.350505545185908929e+00,-3.877554266179823905e+00,5.000000000000000000e+00
3.417998958621518923e+00,3.708111815442592274e+00,4.000000000000000000e+00
1.442502800625226733e+00,1.961976621334743598e+00,1.000000000000000000e+00
2.208392846588421499e+00,-3.249670744513747600e+00,6.000000000000000000e+00
-3.866138364348162604e+00,-3.323792206101156665e+00,5.000000000000000000e+00
3.034805730745502750e+00,3.399589567325167039e+00,4.000000000000000000e+00
-7.447419153395999913e-01,2.817366377372031216e+00,1.000000000000000000e+00
5.763879773137547957e-01,-1.360360817143468459e+00,6.000000000000000000e+00
1.581771929194052184e+00,-2.540085153138571528e-01,6.000000000000000000e+00
-1.398089966561673059e+00,2.813004655057129710e+00,1.000000000000000000e+00
-2.435586727507282667e+00,1.194950503258223051e-01,5.000000000000000000e+00
-1.643935208592330888e+00,-1.882726040788543109e+00,5.000000000000000000e+00
-1.267967694839327919e+00,1.242172598639838199e+00,5.000000000000000000e+00
1.661754934198151901e-01,1.539372195762823026e+00,2.000000000000000000e+00
-1.725918425388815791e+00,3.169552607528258292e+00,1.000000000000000000e+00
-2.158670291221358006e+00,-8.577469316381316489e-01,5.000000000000000000e+00
1.392069297068928790e+00,3.619341512179028442e-01,6.000000000000000000e+00
3.841181331961966983e+00,-7.487967206022734246e-01,6.000000000000000000e+00
